property_propertyID|inspectionID|firstInspectionDate|inspectionPassDate|GENERATEreinspect|GENERATEresolved|inspectionComments
13137|83|2015-11-20 00:00:00|2015-12-08 00:00:00|False|True|None
13511|84|2015-11-04 00:00:00|2015-11-04 00:00:00|False|False|None
15357|85|2015-11-03 00:00:00|2015-11-03 00:00:00|False|False|None
15290|86|2015-11-13 00:00:00|None|False|False|None
13137|87|2015-12-08 00:00:00|2015-12-08 00:00:00|False|False|None
14598|88|2015-09-18 00:00:00|2015-12-11 00:00:00|False|True|None
14598|89|2015-12-11 00:00:00|2015-12-11 00:00:00|False|False|None
13405|90|2015-12-11 00:00:00|None|False|False|None
15772|91|2015-12-29 00:00:00|2016-01-06 00:00:00|False|True|None
12223|92|2016-01-04 00:00:00|2016-01-04 00:00:00|False|False|None
12025|93|2016-01-06 00:00:00|None|False|True|None
15772|94|2016-01-06 00:00:00|2016-01-06 00:00:00|False|False|None
14502|95|2016-01-20 00:00:00|None|False|True|None
14800|96|2016-01-26 00:00:00|None|False|True|None
14800|97|2016-01-27 00:00:00|2016-01-27 00:00:00|False|False|None
15213|98|2016-01-29 00:00:00|None|False|False|None
14502|99|2016-02-08 00:00:00|2016-02-08 00:00:00|False|False|None
13511|100|2016-02-09 00:00:00|None|False|False|None
13218|101|2016-02-23 00:00:00|None|False|True|None
13218|102|2016-03-02 00:00:00|2016-03-02 00:00:00|False|False|None
15976|103|2016-03-02 00:00:00|2016-03-02 00:00:00|False|False|None
12037|104|2016-02-16 00:00:00|2016-02-26 00:00:00|False|True|None
12037|105|2016-02-26 00:00:00|2016-02-26 00:00:00|False|False|None
15386|106|2016-02-26 00:00:00|2016-02-26 00:00:00|False|False|None
14637|107|2016-02-12 00:00:00|2016-02-26 00:00:00|False|True|None
14637|108|2016-02-26 00:00:00|2016-02-26 00:00:00|False|False|None
12622|109|2016-02-16 00:00:00|2016-02-23 00:00:00|False|True|None
12622|110|2016-02-23 00:00:00|2016-02-23 00:00:00|False|False|None
15304|111|2016-02-09 00:00:00|2016-02-19 00:00:00|False|True|None
15304|112|2016-02-19 00:00:00|2016-02-19 00:00:00|False|False|None
15525|113|2016-02-19 00:00:00|None|False|False|None
15179|114|2016-02-26 00:00:00|None|False|False|None
15311|115|2016-02-23 00:00:00|None|False|True|None
12612|116|2016-02-12 00:00:00|None|False|False|None
12612|117|2016-02-23 00:00:00|None|False|False|None
12481|118|2016-02-12 00:00:00|None|False|False|None
15311|119|2016-03-11 00:00:00|2016-03-11 00:00:00|False|False|None
15290|120|2016-03-11 00:00:00|None|False|True|None
14855|121|2016-03-11 00:00:00|None|False|True|None
14902|122|2016-03-04 00:00:00|None|False|True|None
14950|123|2016-03-02 00:00:00|None|False|True|None
12025|124|2016-03-15 00:00:00|2016-03-15 00:00:00|False|False|None
15290|125|2016-03-15 00:00:00|2016-03-15 00:00:00|False|False|None
16313|126|2016-03-15 00:00:00|None|False|True|None
16313|127|2016-03-18 00:00:00|2016-03-18 00:00:00|False|False|None
12474|128|2016-03-18 00:00:00|2016-03-18 00:00:00|False|False|None
14855|129|2016-03-25 00:00:00|2016-03-25 00:00:00|False|False|None
12768|130|2016-03-22 00:00:00|None|False|True|None
12768|131|2016-03-22 00:00:00|2016-03-22 00:00:00|False|False|None
14902|132|2016-03-22 00:00:00|None|False|True|None
14402|133|2016-03-28 00:00:00|None|False|False|None
14902|134|2016-03-29 00:00:00|2016-03-29 00:00:00|False|False|None
16709|135|2016-03-29 00:00:00|None|False|False|None
12012|136|2016-04-05 00:00:00|None|False|False|None
16041|137|2016-04-15 00:00:00|None|False|True|None
12390|138|2016-04-19 00:00:00|None|False|True|None
15536|139|2016-04-19 00:00:00|None|False|True|None
16047|140|2016-04-19 00:00:00|None|False|False|None
16352|141|2016-04-22 00:00:00|2016-04-22 00:00:00|False|False|None
14674|142|2016-04-22 00:00:00|None|False|True|None
15536|143|2016-04-22 00:00:00|2016-04-22 00:00:00|False|False|None
16200|144|2016-04-22 00:00:00|None|False|True|None
14950|145|2016-04-22 00:00:00|2016-04-22 00:00:00|False|False|None
14674|146|2016-04-26 00:00:00|2016-04-26 00:00:00|False|False|None
15248|147|2016-04-27 00:00:00|None|False|True|None
15781|148|2016-04-27 00:00:00|None|False|False|None
14176|149|2016-04-27 00:00:00|None|False|False|None
12588|150|2016-05-03 00:00:00|None|False|False|None
18237|237|2016-08-02 00:00:00|None|False|False|yard debris shall be removed, accessory structures need to be free from defects and other deficiencies vegetation on house must be cut back to within borough limits. All utilities shall be turned on at the time of inspection
12214|238|2016-08-05 00:00:00|None|False|False|None
19265|239|2016-08-02 00:00:00|None|False|False|None
18076|240|2016-08-02 00:00:00|None|False|False|None
18380|241|2016-08-03 00:00:00|None|False|False|None
18508|242|2016-08-05 00:00:00|None|False|False|None
15256|151|2016-05-03 00:00:00|None|False|False|None
12501|152|2016-05-03 00:00:00|None|False|False|None
15384|153|2016-05-06 00:00:00|None|False|False|None
12390|154|2016-05-06 00:00:00|2016-05-06 00:00:00|False|False|None
16041|155|2016-05-04 00:00:00|2016-05-04 00:00:00|False|False|None
16200|156|2016-05-10 00:00:00|2016-05-10 00:00:00|False|False|None
13228|157|2016-05-10 00:00:00|None|False|True|None
14210|158|2016-05-10 00:00:00|None|False|False|None
15248|159|2016-05-13 00:00:00|2016-05-13 00:00:00|False|False|None
13228|160|2016-05-13 00:00:00|2016-05-13 00:00:00|False|False|None
12157|161|2016-05-13 00:00:00|None|False|False|None
18508|162|2016-06-03 00:00:00|None|False|False|None
15927|163|2016-06-08 00:00:00|2016-06-08 00:00:00|False|True|None
16377|164|2016-06-07 00:00:00|None|False|False|None
16377|165|2016-06-14 00:00:00|None|False|True|None
15473|166|2016-06-14 00:00:00|None|False|False|None
13983|167|2016-06-17 00:00:00|2016-06-17 00:00:00|False|False|None
18425|168|2016-06-17 00:00:00|None|False|False|None
17980|169|2016-06-21 00:00:00|None|False|False|None
16709|170|2016-06-21 00:00:00|None|False|False|None
14542|171|2016-06-27 00:00:00|None|False|False|None
13105|172|2016-06-27 00:00:00|2016-06-28 00:00:00|False|False|None
19077|173|2016-06-23 00:00:00|None|False|False|None
12991|175|2016-06-27 00:00:00|None|False|False|None
17670|176|2016-05-27 00:00:00|2016-05-27 00:00:00|False|False|None
17177|177|2016-05-27 00:00:00|None|False|False|None
17259|178|2016-05-27 00:00:00|2016-06-06 00:00:00|False|False|None
17687|179|2016-06-09 00:00:00|2016-06-09 00:00:00|False|False|None
19408|180|2016-06-13 00:00:00|2016-06-13 00:00:00|False|False|None
19409|181|2016-06-13 00:00:00|None|False|False|None
19410|182|2016-06-13 00:00:00|2016-06-13 00:00:00|False|False|None
17063|183|2016-06-13 00:00:00|2016-06-13 00:00:00|False|False|None
17293|184|2016-06-13 00:00:00|2016-06-13 00:00:00|False|False|None
17074|185|2016-06-13 00:00:00|2016-06-13 00:00:00|False|False|None
17315|186|2016-06-22 00:00:00|2016-06-22 00:00:00|False|False|None
17315|187|2016-06-22 00:00:00|2016-06-22 00:00:00|False|False|None
17533|188|2016-06-22 00:00:00|2016-06-22 00:00:00|False|False|None
17277|189|2016-06-22 00:00:00|None|False|False|None
17962|190|2016-06-29 00:00:00|None|False|False|None
17630|191|2016-07-06 00:00:00|None|False|False|None
17630|192|None|None|False|False|None
17115|193|2016-07-06 00:00:00|None|False|False|None
17127|194|2016-07-06 00:00:00|None|False|False|None
17122|195|2016-07-06 00:00:00|None|False|False|None
19409|196|2016-07-06 00:00:00|None|False|False|None
19412|197|2016-07-06 00:00:00|None|False|False|None
14592|198|2016-07-07 00:00:00|None|False|False|None
12026|199|2016-07-07 00:00:00|None|False|False|None
18650|200|2016-07-08 00:00:00|None|False|False|None
17122|201|2016-07-12 00:00:00|None|True|False|None
17849|202|2016-07-12 00:00:00|None|False|False|None
17127|203|2016-07-12 00:00:00|None|False|False|None
17125|204|2016-07-12 00:00:00|None|False|False|None
17203|205|2016-07-12 00:00:00|None|False|False|None
19414|206|2016-07-12 00:00:00|None|False|False|None
19415|207|2016-07-12 00:00:00|None|False|False|None
19416|208|2016-07-12 00:00:00|None|False|False|None
17224|209|2016-07-12 00:00:00|None|False|False|None
14542|210|2016-07-12 00:00:00|None|False|False|None
19293|211|2016-07-12 00:00:00|None|False|False|None
11964|212|2016-07-14 00:00:00|None|False|False|None
11964|213|2016-07-14 00:00:00|None|False|False|None
11964|214|2016-07-14 00:00:00|None|False|False|None
11964|215|2016-07-14 00:00:00|None|False|False|None
11964|216|2016-07-14 00:00:00|None|False|False|None
17496|217|2016-07-14 00:00:00|None|False|False|None
17310|218|2016-07-14 00:00:00|None|False|False|None
17153|219|2016-07-19 00:00:00|None|False|False|None
17310|220|2016-07-19 00:00:00|None|False|False|None
19414|221|2016-07-19 00:00:00|None|False|False|None
19423|222|2016-07-19 00:00:00|None|False|False|None
19415|223|2016-07-19 00:00:00|None|False|False|None
17711|224|2016-07-19 00:00:00|2016-07-19 00:00:00|False|False|None
17496|225|2016-07-19 00:00:00|2016-07-19 00:00:00|False|False|None
19293|226|2016-07-20 00:00:00|None|False|False|None
18456|227|2016-07-25 00:00:00|None|False|False|None
20129|228|2016-07-25 00:00:00|None|False|False|None
18127|229|2016-07-22 00:00:00|None|False|False|None
19344|230|2016-07-22 00:00:00|None|False|False|None
17224|231|2016-07-26 00:00:00|None|False|False|None
17203|232|2016-07-26 00:00:00|2016-07-26 00:00:00|False|False|None
18818|233|2016-07-29 00:00:00|2016-07-29 00:00:00|False|False|None
19205|234|2016-08-02 00:00:00|None|False|False|None
15213|235|2016-08-02 00:00:00|None|False|False|None
11964|236|2016-08-02 00:00:00|None|False|False|None
17877|302|2016-09-13 00:00:00|None|False|False|None
17243|303|2016-09-13 00:00:00|None|False|False|None
17329|304|2016-09-13 00:00:00|None|False|False|None
17319|305|2016-09-13 00:00:00|None|False|False|None
17319|306|2016-09-13 00:00:00|None|False|False|None
20668|307|2016-09-13 00:00:00|None|False|False|None
20668|308|2016-09-13 00:00:00|None|False|False|None
17802|309|2016-09-13 00:00:00|None|False|False|Front steps damaged outlet in bedroom #2 damaged/not functioning outlet in upstairs failed to function properly
17207|310|2016-09-13 00:00:00|2016-11-08 00:00:00|False|False|None
17323|311|2016-09-13 00:00:00|None|False|False|None
18334|312|2016-09-14 00:00:00|2016-09-14 00:00:00|True|False|None
20024|313|2016-09-15 00:00:00|2016-09-15 00:00:00|False|False|None
20674|314|2016-09-13 00:00:00|None|False|False|The screens in the bedroom where torn and damaged to a point of inoperability. Please repair/replace the screens. The bathroom tub and sink flood the catch dran when drained, causing flooding in the bathroom. Please repair the plumbing
20672|315|2016-09-13 00:00:00|None|False|False|The GFCI in the bathroom did not function when tested. Please have the GFCI repaired.
20233|317|2016-09-14 00:00:00|None|True|False|*The switch located at the lower right hand side of the furnace lacks a cover plate. Install and re-schedule inspection.
20671|318|2016-09-13 00:00:00|None|False|False|The windows in the bedrooms and living room did not function properly, please repair the windows. The shower head was vacant from the shower, Please repair the shower head. The outlet nearest the windows in the kitchen had no power going to it. Please repair the outlet.
17370|319|2016-09-13 00:00:00|None|False|False|The door in the kitchen leading to the exterior of the house was boarded shut. Please repair the door to function properly. There where electrical wires exposed due to outlets being pulled from the wall. Please be sure all outlets function properly and are installed correctly. Please be sure that all smoke detectors function properly, and that there is one in each bedroom, one on each floor and one outside of the sleeping areas.
14565|320|2016-09-15 00:00:00|None|False|False|None
19293|321|2016-09-16 00:00:00|2016-09-16 00:00:00|False|False|None
19529|322|2016-09-16 00:00:00|None|False|False|water was off. Water must be on plumbing is incomplete must have a Gfci in the laundry room
18018|323|2016-09-16 00:00:00|2016-09-16 00:00:00|False|False|None
13623|324|2016-09-16 00:00:00|2016-09-16 00:00:00|False|False|None
12569|325|2016-09-16 00:00:00|None|False|False|304.4 I.P.M.C. Premises Identification numbers lot less than 4 inches and 0.5 width and plainly visible
20205|582|2016-12-20 00:00:00|None|True|False|None
20108|583|2016-12-13 00:00:00|2016-12-13 00:00:00|False|False|None
19952|584|2016-12-13 00:00:00|2016-12-13 00:00:00|False|False|None
15098|585|2016-12-15 00:00:00|None|True|False|Bathroom: No label for no working GFI Study 1st floor: Open ground Bedroom 1st floor: Smoke detector Badroom 2 1st floor: Smoke detector Basement: Smoke detector quiet. New battery? Basement: Open ground, outlet near washroom cardsiib@aol.com
19291|243|2016-08-05 00:00:00|None|False|False|None
20550|244|2016-08-08 00:00:00|None|False|False|None
20126|245|2016-08-08 00:00:00|None|True|False|None
17125|246|2016-08-09 00:00:00|None|False|False|None
19423|247|2016-08-09 00:00:00|None|False|False|None
19015|248|2016-08-10 00:00:00|None|False|False|None
20613|249|2016-08-11 00:00:00|None|False|False|None
19291|250|2016-08-12 00:00:00|None|False|False|None
17768|251|2016-08-16 00:00:00|None|False|False|None
20328|252|2016-08-11 00:00:00|None|False|False|None
20328|253|2016-08-16 00:00:00|2016-08-16 00:00:00|False|False|None
20668|254|2016-08-16 00:00:00|None|False|False|None
17198|255|2016-08-23 00:00:00|None|False|False|None
14176|256|2016-08-23 00:00:00|None|False|False|None
18345|257|2016-08-24 00:00:00|None|False|False|None
19844|258|2016-08-25 00:00:00|None|False|False|None
19015|259|2016-08-26 00:00:00|None|False|False|None
18334|260|2016-08-26 00:00:00|None|False|False|None
19844|261|2016-08-29 00:00:00|None|False|False|None
17213|262|2016-08-30 00:00:00|None|False|False|None
17723|263|2016-08-30 00:00:00|None|False|False|None
17159|264|2016-08-30 00:00:00|None|False|False|None
17634|265|2016-08-30 00:00:00|None|False|False|None
18863|266|2016-08-19 00:00:00|2016-08-19 00:00:00|False|False|None
18863|267|2016-08-19 00:00:00|2016-08-19 00:00:00|False|False|None
19121|268|2016-08-19 00:00:00|2016-08-19 00:00:00|False|False|None
19218|269|2016-08-19 00:00:00|2016-08-19 00:00:00|False|False|None
19025|270|2016-08-19 00:00:00|2016-08-26 00:00:00|False|True|None
18898|271|2016-08-19 00:00:00|None|False|False|None
18604|272|2016-08-24 00:00:00|2016-08-24 00:00:00|False|False|None
19086|273|2016-08-30 00:00:00|None|False|False|None
20535|274|2016-08-31 00:00:00|2016-08-31 00:00:00|False|False|None
19782|283|2016-09-01 00:00:00|None|False|False|None
17738|284|2016-09-01 00:00:00|None|False|False|None
17126|285|2016-09-01 00:00:00|None|False|False|None
18990|286|2016-09-02 00:00:00|2016-09-02 00:00:00|True|False|None
17050|288|2016-09-06 00:00:00|None|False|False|None
19782|289|2016-09-06 00:00:00|None|True|False|None
19994|291|2016-09-02 00:00:00|None|True|False|None
15315|293|2016-09-06 00:00:00|2016-09-06 00:00:00|False|False|None
20015|294|2016-09-08 00:00:00|2016-09-08 00:00:00|True|False|None
18637|295|2016-09-09 00:00:00|2016-09-09 00:00:00|False|False|None
19864|296|2016-09-12 00:00:00|None|False|False|None
20267|297|2016-09-12 00:00:00|None|False|False|doors in upstairs do not function. Crack in foundation in basement near window next to exterior door Siding damaged on side of shed/ garage Awening on rear of house damaged deteriorating bricks at peak vent
19854|298|2016-09-12 00:00:00|None|False|False|damaged closet door on second floor garage electrical boxed ripped off wall. Ttee caused wires to damage the box
17031|299|2016-08-02 00:00:00|2016-08-02 00:00:00|False|False|None
17031|300|2016-08-02 00:00:00|2016-08-02 00:00:00|False|False|None
17031|301|2016-08-02 00:00:00|2016-08-02 00:00:00|False|False|None
16710|326|2016-09-16 00:00:00|2016-09-16 00:00:00|False|False|None
18186|327|2016-09-19 00:00:00|None|False|False|second floor apartment
17673|328|2016-09-20 00:00:00|None|False|False|block damaged due to gutter failing. Fescia under gutter not fascened. Paint missing from exterior of house due to water corrosion.. Siding pulling from house on the front of house. I, Jesse Lachimia, arrived at 417 card ave Wilmerding at approx. 9:50 am on 9/20/16, and waited for 40 minutes. The owner never arrived.
17199|329|2016-09-20 00:00:00|2016-09-20 00:00:00|False|False|None
20674|331|2016-09-20 00:00:00|2016-09-20 00:00:00|True|False|None
17319|332|2016-09-20 00:00:00|None|False|False|None
17126|333|2016-09-20 00:00:00|2016-09-20 00:00:00|True|False|None
14567|334|2016-09-20 00:00:00|None|False|False|None
15493|335|2016-09-20 00:00:00|2016-09-20 00:00:00|False|False|None
17425|336|2016-10-11 00:00:00|None|False|False|None
17425|337|2016-11-08 00:00:00|None|True|False|None
20383|338|2016-09-22 00:00:00|None|False|False|None
20383|340|2016-09-22 00:00:00|2016-09-22 00:00:00|True|False|None
19209|341|2016-08-30 00:00:00|2016-09-02 00:00:00|False|False|None
18946|342|2016-09-02 00:00:00|None|True|False|None
18832|343|2016-09-23 00:00:00|2016-09-23 00:00:00|False|False|None
19994|344|2016-09-13 00:00:00|2016-09-13 00:00:00|False|False|None
20645|345|2016-09-07 00:00:00|None|True|False|None
20645|346|2016-09-13 00:00:00|None|False|False|None
18863|347|2016-09-13 00:00:00|2016-09-13 00:00:00|False|False|None
20465|348|2016-09-26 00:00:00|2016-09-26 00:00:00|False|False|None
20465|349|2016-09-26 00:00:00|2016-09-26 00:00:00|False|False|None
20465|350|2016-09-26 00:00:00|None|False|False|None
20676|351|2016-09-13 00:00:00|None|False|False|None
19266|352|2016-09-13 00:00:00|None|True|False|* Swimming pool gate shall be self closing, self latching, & swing in towards the pool.
18380|353|2016-09-16 00:00:00|None|True|False|None
18380|354|2016-09-19 00:00:00|None|False|False|None
19268|355|2016-09-21 00:00:00|None|True|False|None
19358|356|2016-09-26 00:00:00|None|True|False|* Occupany of any dwelling house, apartment, or other living quarters, without first obtaining a Certificate of Occupancy is a violation of Ordinance No. 978 with associated fines. Correct the above addresssed issues and schedule inspection #2.
17592|357|2016-09-27 00:00:00|None|False|False|None
17060|358|2016-09-27 00:00:00|None|False|False|None
18186|359|2016-09-27 00:00:00|2016-09-27 00:00:00|True|False|None
19355|360|2016-09-27 00:00:00|None|False|False|None
17065|361|2016-09-27 00:00:00|None|False|False|None
17380|362|2016-09-27 00:00:00|2016-11-29 00:00:00|False|False|There was a faint smell of gas near the dryer and the hot water tank. Please be sure there are no leaks in the gas supply. There was no door for the bathroom. Please install a door to the bathroom entrance. The siding and stone fascade on the house where damaged/missing. Please repair the siding and stone fascade to be functional, complete, and so that it prevents the weather and elements from entering the house.
17380|363|2016-09-27 00:00:00|2016-11-29 00:00:00|False|False|Stairs on rear of house were damaged and pulling away from the house. They where not secure or sturdy. Please repair the stairs exiting the rear of the dwelling.
20677|364|2016-09-28 00:00:00|None|False|False|Bedroom# 2 has a receptacle outlet that is falling off the wall.
19355|365|2016-09-28 00:00:00|2016-09-28 00:00:00|True|False|None
19217|366|2016-09-28 00:00:00|None|True|False|None
15624|367|2016-09-23 00:00:00|2016-09-23 00:00:00|False|False|None
15932|368|2016-09-27 00:00:00|None|False|False|This is the tthird inspection, was advised by David Moore469-771-5153, that the electricity and water were turned on. I was unable to complete prior inspection due to no electricity and running water. On this day, I attempted to inspect the property; however, the water and electricity were still not on. Called David Moore and left him a voicemail advising him of this. As of 9-28-16, I have not hear back from Mr. Moore.
17592|369|2016-09-29 00:00:00|2016-10-06 00:00:00|True|False|None
20610|370|2016-10-03 00:00:00|None|False|False|None
20610|371|2016-10-03 00:00:00|2016-10-03 00:00:00|False|False|None
20610|372|2016-10-03 00:00:00|2016-10-03 00:00:00|False|False|None
20610|373|2016-10-03 00:00:00|None|False|False|None
20233|374|2016-10-03 00:00:00|2016-10-03 00:00:00|False|False|None
18308|375|2016-10-03 00:00:00|None|True|False|"302.1 Sanitation - Remove all trash from the rear yard of the dwelling. 302.4 Weeds - Cut and remove all weeds / high grass from the rear of the dwelling. 704.2 Smoke alarms - Install a smoke alarm in each bedroom / outside of the sleeping rooms / and one on each level. 605.2 Receptacle - Receptacle in the bathroom shall be GFCI protected. 604.3 Electrical systems hazards - Plugs along the kithen countertop shall be GFCI protected. 505.4 Hot water tank - Drip l;eg shall extend to within 6"" from the floor."
17225|376|2016-10-04 00:00:00|None|True|False|doors missing,or uninstalled to enter bedrooms. Water present in bathroom. Water damage on floor of bathroom. Stove is leaking gass. Interior door in attic is broken. House appears to be sinking. Dwelling is occupied without occupancy permit.
17065|377|2016-10-05 00:00:00|None|True|False|None
18994|378|2016-10-04 00:00:00|None|True|False|None
17060|379|2016-10-04 00:00:00|None|True|False|None
18368|380|2016-06-15 00:00:00|None|True|False|None
17935|381|2016-10-03 00:00:00|None|True|False|None
17207|382|2016-10-04 00:00:00|2016-11-08 00:00:00|True|False|None
17363|383|2016-10-04 00:00:00|None|False|False|None
17802|384|2016-10-11 00:00:00|None|True|False|None
20672|385|2016-10-04 00:00:00|None|False|False|None
20671|386|2016-10-04 00:00:00|None|False|False|None
19142|387|2016-10-04 00:00:00|None|True|False|None
19142|388|2016-10-05 00:00:00|None|True|False|None
19947|389|2016-10-05 00:00:00|None|True|False|None
18551|390|None|None|False|False|None
17618|391|2016-10-07 00:00:00|2016-10-07 00:00:00|False|False|None
18994|392|2016-10-07 00:00:00|2016-10-07 00:00:00|True|False|None
16263|393|2016-10-07 00:00:00|2016-10-07 00:00:00|False|False|None
15932|394|2016-10-07 00:00:00|2016-10-07 00:00:00|False|False|None
15253|395|2016-09-30 00:00:00|2016-10-21 00:00:00|False|False|No House I.D. numbers on exterior
18669|396|2016-10-06 00:00:00|None|True|False|303.1 - The hot tub shall be properly protected both electrically and by guard (4 ft. high) or approved safety cover. 304.6 - The exterior covering (brick veneer) shall prevent passage of exterior elements through its barrier. (repair cracks)
17708|397|2016-10-11 00:00:00|None|False|False|None
12091|398|2016-10-11 00:00:00|2016-10-17 00:00:00|False|False|upstairs bathroom, master bedroom and basement electrical outlets all show open grounds.
15795|399|2016-10-11 00:00:00|2016-10-11 00:00:00|False|False|None
18551|400|2016-10-12 00:00:00|None|False|False|apt 21
19060|401|2016-10-12 00:00:00|2016-11-08 00:00:00|True|False|None
19111|402|2016-10-12 00:00:00|None|False|False|None
19920|403|2016-10-13 00:00:00|None|False|False|None
19111|404|2016-10-12 00:00:00|2016-10-13 00:00:00|True|False|None
19061|405|2016-10-18 00:00:00|None|True|False|The water shall be on at the time of inspection. All shut-off valves shall be functional. All plumbing shall be free from leaks.
20542|406|2016-10-13 00:00:00|None|False|False|None
20542|407|2016-10-13 00:00:00|None|False|False|None
15186|408|2016-10-07 00:00:00|2016-10-13 00:00:00|False|False|None
14503|411|2016-10-14 00:00:00|2016-10-21 00:00:00|False|False|GARAGE DOOR SECTION HAS EXPOSED WOOD, LACKS PROTECTIVE COATING
16161|412|2016-10-14 00:00:00|2016-10-25 00:00:00|False|False|None
