violationID|municipalCodeNum|violationName|violationLetter|active
135|953|§302.2 Grading and Drainage|All premises shall be graded and maintained to prevent the erosion of soil and to prevent the accumulation of stagnant water thereon, or within any structure located thereon.|True
136|953|Notice Of Violation: Wilkins Township Ordinance #1013 Property Maintenance Code|None|True
137|953|§135-5 G Standards and Regulations for Collection|Placement of container(s) at curbside may be no earlier than 5:00 p.m. on the day prior to the designated collection day and must be removed from curbside to the storage place no later than 6:00 p.m. on the day of collection.|True
138|816|Notice of Violation: Churchill Borough Ordinance #722 Property Maintenance Code|None|True
139|816|§252-15 Collection Procedures for Rubbish|All rubbish designated for collection must be ready by 7:00 a.m. on the day of collection. However, no containers shall be placed at curbside earlier than 6:00 p.m., prevailing time, on the day prior to collection. Exceptions may be granted on an individual basis by the Borough Manager for occasional, special circumstances (e.g., illness). The owner should remove containers placed at curbside on the same day after being emptied by the contractor.|True
140|816|§304.2 Protective Treatment|All exterior surfaces, including but not limited to, doors, door and window frames, cornices, porches, trim, balconies, decks and fences, shall be maintained in good condition. Exterior wood surfaces, other than decay-resistant woods, shall be protected from the elements and decay by painting or other protective covering or treatment. Peeling, flaking and chipped paint shall be eliminated and surfaces repainted. All siding and masonry joints, as well as those between the building envelope and the perimeter of windows, doors and skylights, shall be maintained weather resistant and water tight. All metal surfaces subject to rust and corrosion, and all surfaces with rust or corrosion shall be stabilized and coated to inhibit future rust and corrosion. Oxidation stains shall be removed from exterior surfaces. Surfaces designed for stabilization are exempt from this requirement.|True
141|953|§304.2 Protective Treatment|All exterior surfaces, including but not limited to, doors, door and window frames, cornices, porches, trim, balconies, decks and fences, shall be maintained in good condition. Exterior wood surfaces, other than decay-resistant woods, shall be protected from the elements and decay by painting or other protective covering or treatment. Peeling, flaking and chipped paint shall be eliminated and surfaces repainted. All siding and masonry joints, as well as those between the building envelope and the perimeter of windows, doors and skylights, shall be maintained weather resistant and water tight. All metal surfaces subject to rust and corrosion, and all surfaces with rust or corrosion shall be stabilized and coated to inhibit future rust and corrosion. Oxidation stains shall be removed from exterior surfaces. Surfaces designed for stabilization are exempt from this requirement.|True
142|816|§302.5 Rodent Harborage|All structures and exterior property shall be kept free from rodent harborage and infestation. Where rodents are found, they shall be promply exterminated by approved processes which will not be injurious to human health. After pest elimination, proper precautions shall be taken to eliminate rodent harborage and prevent reinfestation.|True
143|953|§302.5 Rodent Harborage|All structures and exterior property shall be kept free from rodent harborage and infestation. Where rodents are found, they shall be promply exterminated by approved processes which will not be injurious to human health. After pest elimination, proper precautions shall be taken to eliminate rodent harborage and prevent reinfestation.|True
144|816|§304.15 Doors|All exterior doors, door assemblies, operator systems if provided, and hardware shall be maintained in good condition. Locks at all entrances to dwelling units and sleeping units shall tightly secure the door.|True
145|816|§252-23 Registration and Permit Required|A. For any use of a bulk container in excess of 30 days, a permit must be obtained from the Borough by filing an application which shall identify the purpose, placement and proposed location of the bulk container. B. A permit application filed under this section shall be reviewed by the Borough Manager or his designee for approval. The Borough shall have the right to deny an application if it is deemed that the placement of the bulk container is contrary to the health, safety and public welfare of the Borough. The Borough may, at its discretion, reject the application or propose an alternate location for placement of the bulk container. C. The maximum duration of a permit issued under this section shall be 60 days, and the continued validity of such permit shall be contingent upon full compliance with the regulations and requirements set forth in this article and any other applicable rules adopted by the Borough. Any person seeking to use a bulk container for a period greater than 60 days shall reapply for a new permit upon expiration of the original permit. Applications to use a bulk container beyond the initial sixty-day period shall be granted only where the applicant can show that such additional time is necessary to complete a maintenance or construction activity for which the original permit was issued. Bulk containers shall not be permitted on a property in excess of 150 days within any twelve-month period unless a building permit has been issued for the property and the bulk container use is incidental to and necessary for the building project.|True
146|816|§236-1 Prohibited Acts|No person, partnership or corporation shall establish or maintain or permit to exist in the Borough of Churchill any storage yard or other place used for the storage of goods, materials, machinery, equipment, things or vehicles (whether operable or inoperable) in the residential districts of the borough.|True
147|953|Pool Inspection Wilkins Township Ordinance #538 Chapter 152|Swimming Pool Inspection based on requirements of Chapter 152 of Wilkins Township Codified Ordinances.|True
148|816|Chapter 252 Article IV Bulk Containers|None|True
149|816|Chapter 252 Article III Collection and Disposal|None|True
150|816|Chapter 236 Article I Residential Storage|None|True
151|816|Chapter 236 Article II Property Maintenance Code|None|True
152|953|Chapter 124 Article I Property Maintenance Code Provisions|None|True
153|953|Chapter 135 Article I Solid Waste Collection and Storage|None|True
154|816|§236-4 Side and Rear Yards|No portion of a residential side or rear yard which faces upon a public street of the Borough of Churchill or upon another residential property shall be used for the storage of goods, materials, machinery, equipment, things or vehicles (except when such area is part of a defined driveway connected directly to a garage or residence).|True
155|816|§252-17 Collection Procedures for Leaves|Collection of leaves may be made on such days of the week and at such times as shall be determined by the Borough Council or the Borough Manager. Leaves for collection shall be placed in paper biodegradable bags. Leaves shall not be placed in plastic bags. The collector shall employ suitable equipment that will properly confine the leaves so that they will be transported over streets of the Borough without spillage or littering of the streets.|True
156|953|§704.1 Fire Protection Systems, General|All systems, devices and equipment to detect a fire, actuate an alarm, or suppress or control a fire or any combination thereof shall be maintained in an operable condition at all times in accordance with the International Fire Code.|True
157|816|§252-14 Collection Procedures for Garbage|A. Garbage will be collected only from residences and dwellings whose occupants and/or owners provide and maintain garbage containers as required for all garbage generated and/or accumulated on the premises thereof. B. Garbage containers shall be used for only the disposal of garbage as above defined. Garbage shall be placed in plastic bags before being placed in a garbage container and the container shall be kept covered and after collection shall be cleansed and kept clean by occupants. A maximum of two standard residential garbage cans with lids may be, stored at any side or rear yard location properly screened or shielded from adjoining residential properties prior to collection. All garbage and trash containers shall be properly stored until the designated pickup days when the containers must be brought to the curb as described in § 252-15. C. Collection of garbage shall be made on such days of the week and at such times as the Borough Council or the Borough Manager may deem necessary for the proper regulation thereof but in no event shall garbage be collected less than once per week. Equipment used by the collector for transportation of garbage from the premises to the place of disposal shall be of substantial construction, watertight and provided with covers which shall remain closed at all times except when garbage is being placed in the vehicle. The collector shall not overload his equipment but shall operate the same in a not unduly offensive manner to residents.|True
158|816|§236-3 Front Yards|No portion of the front yard ordained in Chapter 304, Zoning, shall be used for the storage or installation of goods, materials, machinery, equipment, things or vehicles (except when vehicles are parked in a defined driveway connected directly to a garage or residence). In addition, no freestanding aboveground containers or cans for trash and/or garbage may be stored in the front yard between periodic pickup dates.|True
159|953|Chapter 173 Article V Signs|None|True
160|953|§173-34 Prohibited Signs|Except as specifically provided otherwise in this section, the following signs shall be strictly prohibited in all zoning districts: A. Streamers, posters, ribbons, light strings, light bands, spinners, attention-getting devices that move, except for temporary signs that are subject to the regulations set forth in § 173-30D. B. Signs which exhibit changing natural or artificial light or color effects and signs (other than neon signs) which contain bare, unshielded light or tubes which are visible from a private residence. C. Blinking, flashing, animated and electronic display screen signs, except for time, date and temperature signs. D. Portable signs. E. Roof signs or any sign erected upon, against or directly above a roof or on top of or above the parapet of a building, whichever forms the top line of the building silhouette. F. Signs attached to trees, fences, public utility poles, standpipes, gutter drains or fire escapes, other than warning signs issued by government officials or public utilities. G. Signs which by reason of their size, location, movement, content, coloring or manner of illumination may be confused with or construed to be a traffic control sign, signal or device or the light of an emergency or road equipment vehicle except where such sign is accessory to a parking area and gives directions or instructions to drivers and pedestrians. H. Signs that move, rotate, change position, have moving parts or create the illusion of movement, whether the movement is created by the wind or mechanically, including multi-prism signs. [Amended 7-11-2005 by Ord. No. 971] I. Signs in public rights-of-way which are not public signs. J. Abandoned or obsolete signs. (1) Abandoned or obsolete signs or sign structures, including any nonconforming signs or sign structures, shall be removed within 90 days. The non-use of a sign or a period of six months shall create a presumption of abandonment. (2) Any obsolete sign panel or sign copy which identifies, describes, directs attention to or gives directions for locating any business or establishment no longer in operation, or advertises any product or service no longer being marketed, shall be removed within 90 days after becoming obsolete. Covering obsolete sign panels or sign copy with any material is specifically prohibited. (3) The owner or lessee of the property upon which the sign is located shall be responsible for its removal and shall be subject to the general penalties clause of this Zoning Chapter for failure to comply with the provisions stated herein. K. Signs which do not meet the standards of or which otherwise violate the Pennsylvania Outdoor Advertising Control Act. L. Signs which the Zoning Officer determines to be unsafe or insecure or that is erected in violation of the provisions of this article. M. Signs which indicate a location in a municipality other than Wilkins Township or which could reasonably confuse the public into believing that the business is located in a municipality other than Wilkins Township.|True
161|816|Chapter 304 Article IV General Regulations|None|True
162|816|§304-21A Signs|Permit. No sign, except a temporary real estate sign in accordance with §304-21F shall hereafter be erected or altered in any way unless a sign permit has been issued by the Zoning Officer. No sign permit for any sign larger than eight square feet shall be issued without the approval of the Planning Commission. Applications for sign permits shall include detailed drawings of the construction and design of the sign and shall be accompanied by such fee as may be required by resolution of Council.|True
163|816|§252-24 Condition of Bulk Containers|Any person utilizing a bulk container shall be responsible to insure that the area in and around the bulk container remains free of all liter and debris.|True
164|953|Fire Inspection|None|True
165|953|Follow Up Fire Inspection|None|True
166|953|Occupancy Inspection|None|True
167|953|Follow Up Occupancy Inspection|None|True
168|816|§304.10 Stairways, Decks, Porches and Balconies|Every exterior stairway, deck, porch and balcony, and all appurtenances attached thereto, shall be maintained structurally sound, in good repair, with proper anchorage and capable of supporting the imposed loads.|True
169|816|§304-21F Temporary Real Estate Sign|Temporary real estate sign. One temporary real estate sign is permitted on any property being sold, leased or developed if it is not illuminated, not fewer than 15 feet from the curb and is no larger in surface area than six square feet. Such sign shall be promptly removed when the sale, lease or development of the property has been completed.|True
170|816|§304.1 Exterior Structure, General|The Exterior of a structure shall be maintained in good repair, structurally sound and sanitary so as not to pose a threat to the public health, safety or welfare.|True
171|816|§304.13 Window, Skylight and Door Frames|Every window, skylight, door and frame shall be kept in sound condition, good repair and weather tight.|True
172|816|§304.13.1 Glazing|All glazing materials shall be maintained free from cracks and holes.|True
173|953|Chapter 144 Article IV Maintenance of Municipal Rights-of-Way|None|True
174|953|§144-22 Removal of Objects In Right-of-Way|When removal of any object or vegetation is found necessary by the township in the maintenance, repair, construction or reconstruction of any township right-of-way or other improvement or for reasons of public health and safety, the owner of property abutting any township right-of-way shall remove from the right-of-way any object or vegetation therefrom within 10 days' written notice so to do.|True
175|953|§304.10 Stairways, Decks, Porches and Balconies|Every exterior stairway, deck, porch and balcony, and all appurtenances attached thereto, shall be maintained structurally sound, in good repair, with proper anchorage and capable of supporting the imposed loads.|True
176|953|§304.1 Exterior Structure|The exterior of a structure shall be maintained in good repair, structurally sound and sanitary so as not to pose a threat to the public health, safety or welfare.|True
177|953|§173-29 Sign Permit Application|A. Applications for a sign permit shall be made, in writing, to the Zoning Officer, and shall be accompanied by such information as may be required to assure compliance with these regulations and all other appropriate ordinances and regulations of the municipality. No application shall be filed or considered unless the application fee designated by resolution of the Board of Commissioners is paid upon presentation of the application. B. Applicants for new or replacement signs shall apply for approval as part of an application for land development approval or as a separate application if no other approval is necessary. C. Sign permits shall be issued for the life of the sign or any shorter period as stated on the approved permit application by the Zoning Officer. However, any permit may be revoked at any time by the Zoning Officer upon finding that the sign violates any provision of this article or that the permittee made false representations in securing the sign permit. D. No person shall erect, construct or maintain any sign upon any property, structure or building without the prior written consent of the owner or person entitled to possession of the property, structure or building or his or her authorized representative. The written consent must accompany the sign permit application. E. Except as provided in § 173-30, below, it is unlawful for any person to erect, construct, enlarge, move or convert any sign in the municipality or cause the same to be done without first obtaining a sign permit for each such sign from the Zoning Officer. F. No new sign permit is required for signs which have previously been issued valid permits and which conform with the requirements of these regulations on the date of their adoption unless the sign is hereafter altered, relocated or reinstalled. G. Every sign permit issued shall become null and void if installation is not commenced within 180 days from the date of such permit.|True
178|816|§302.2 Grading and Drainage|All premises shall be graded and maintained to prevent the erosion of soil and to prevent the accumulation of stagnant water thereon, or within any structure located thereon.|True
179|847|§5-201. Adoption of the Property Maintenance Code.|A certain document, three copies of which are on file in the office of the Borough Secretary of the Borough of Pitcairn, being marked and designated as the International Property Maintenance Code, 2006 edition, as published by the International Code Council, be and is hereby adopted as the Property Maintenance Code of the Borough of Pitcairn, in the State of Pennsylvania, for regulating and governing the conditions and maintenance of all property, buildings and structures; by providing the standards for supplied utilities and facilities and other physical things and conditions essential to ensure that structures are safe, sanitary and fit for occupation and use; and the condemnation of buildings and structures unfit for human occupancy and use, and the demolition of such existing structures as herein provided; providing for the issuance of permits and collection of fees therefor; and each and all of the regulations, provisions, penalties, conditions and terms of said Property Maintenance Code on file in the office of the Borough of Pitcairn are hereby referred to, adopted, and made a part hereof, as if fully set out in this Part, with the additions, insertions, deletions and changes, if any, prescribed in §5-202 of this Part.|True
180|847|108.1 General|When a structure or equipment is found by the code official to be unsafe, or when a structure is found unfit for human occupancy, or is found unlawful, such structure shall be condemned pursuant to the provisions of this code.|True
181|847|108.2 Closing of vacant structures|If the structure is vacant and unfit for human habitation and occupancy, and is not in danger of structural collapse, the code official is authorized to post a placard of condemnation on the premises and order the structure closed up so as not to be an attractive nuisance. Upon failure of the owner to close up the premises within the time specified in the order, the code official shall cause the premises to be closed and secured through any available public agency or by contract or arrangement by private persons and the cost thereof shall be charged against the real estate upon which the structure is located and shall be a lien upon such real estate and may be collected by any other legal resource.|True
182|847|301.2 Responsibility|The owner of the premises shall maintain the structures and the exterior of the property in compliance with these requirements, except as otherwise provided for.|True
183|847|301.3 Vacant Structures and Land|All vacant structures and premises thereof or vacant land shall be maintained in a clean, safe, secure and sanitary condition as provided herein so as not to cause a blighting problem or adversely affect the public health or safety.|True
184|847|302.1 Sanitation|All exterior property and premises shall be maintained in a clean, safe and sanitary condition. The occupant shall keep that part of the exterior property which such occupant occupies or controls in a clean and sanitary condition.|True
185|847|302.2 Grading and drainage|All premises shall be graded and maintained to prevent the erosion of soil and to prevent the accumulation of stagnant water thereon, or within any structure located thereon. Exception: Approved retention areas and reservoirs.|True
186|847|302.3 Sidewalks and driveways|All sidewalks, walkways, stairs, driveways, parking spaces and similar areas shall be kept in a proper state of repair, and maintained free from hazardous conditions.|True
187|847|302.4 Weeds|All premises and exterior property shall be maintained free from weeds or plant growth in excess of six inches. All noxious weeds shall be prohibited. Weeds shall be defined as all grasses, annual plants and vegetation, other than trees or shrubs provided; however, this term shall not include cultivated flowers and gardens. Upon failure of the owner or agent having charge of a property to cut and destroy weeds after service of a notice of violation, they shall be subject to prosecution in accordance with Section 106.3 and as prescribed by the authority having jurisdiction. Upon failure to comply with the notice of violation, any duly authorized employee of the jurisdiction or contractor hired by the jurisdiction shall be authorized to enter upon the property in violation and cut and destroy the weeds growing thereon, and the costs of such removal shall be paid by the owner or agent responsible for the property.|True
